M1:vgs (L=1.00e-07) X,M1:vgs (L=1.00e-07) Y,M1:vgs (L=2.00e-07) X,M1:vgs (L=2.00e-07) Y,M1:vgs (L=3.00e-07) X,M1:vgs (L=3.00e-07) Y,M1:vgs (L=4.00e-07) X,M1:vgs (L=4.00e-07) Y,M1:vgs (L=5.00e-07) X,M1:vgs (L=5.00e-07) Y,M1:vgs (L=6.00e-07) X,M1:vgs (L=6.00e-07) Y,M1:vgs (L=7.00e-07) X,M1:vgs (L=7.00e-07) Y,M1:vgs (L=8.00e-07) X,M1:vgs (L=8.00e-07) Y,M1:vgs (L=9.00e-07) X,M1:vgs (L=9.00e-07) Y,M1:vgs (L=1.00e-06) X,M1:vgs (L=1.00e-06) Y
0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003,0.7070000000000003
0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003,0.7080000000000003
0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003,0.7090000000000003
0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003,0.7100000000000003
0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003,0.7110000000000003
0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003,0.7120000000000003
0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003,0.7130000000000003
0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003,0.7140000000000003
0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003,0.7150000000000003
0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003,0.7160000000000003
0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003,0.7170000000000003
0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003,0.7180000000000003
0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003,0.7190000000000003
0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003,0.7200000000000003
0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003,0.7210000000000003
0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003,0.7220000000000003
0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003,0.7230000000000003
0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003,0.7240000000000003
0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003,0.7250000000000003
0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003,0.7260000000000003
0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003,0.7270000000000003
0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003,0.7280000000000003
0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003,0.7290000000000003
0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003,0.7300000000000003
0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003,0.7310000000000003
0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003,0.7320000000000003
0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003,0.7330000000000003
0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003,0.7340000000000003
0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003,0.7350000000000003
0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003,0.7360000000000003
0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003,0.7370000000000003
0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003,0.7380000000000003
0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003,0.7390000000000003
0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003,0.7400000000000003
0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003,0.7410000000000003
0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003,0.7420000000000003
0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003,0.7430000000000003
0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003,0.7440000000000003
0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003,0.7450000000000003
0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003,0.7460000000000003
0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003,0.7470000000000003
0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003,0.7480000000000003
0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003,0.7490000000000003
0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003,0.7500000000000003
0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003,0.7510000000000003
0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003,0.7520000000000003
0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003,0.7530000000000003
0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003,0.7540000000000003
0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003,0.7550000000000003
0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003,0.7560000000000003
0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003,0.7570000000000003
0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003,0.7580000000000003
0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003,0.7590000000000003
0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003,0.7600000000000003
0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003,0.7610000000000003
0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003,0.7620000000000003
0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003,0.7630000000000003
0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003,0.7640000000000003
0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003,0.7650000000000003
0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003,0.7660000000000003
0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003,0.7670000000000003
0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003,0.7680000000000003
0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003,0.7690000000000003
0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004,0.7700000000000004
0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004,0.7710000000000004
0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004,0.7720000000000004
0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004,0.7730000000000004
0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004,0.7740000000000004
0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004,0.7750000000000004
0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004,0.7760000000000004
0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004,0.7770000000000004
0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004,0.7780000000000004
0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004,0.7790000000000004
0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004,0.7800000000000004
0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004,0.7810000000000004
